ARCHIVUM PARFUMS | CATÁLOGO MAYORISTA												
Inventario organizado para lectura, búsqueda y filtros. Precios expresados en colones costarricenses.												
Consejo: filtrá por marca, público, concentración o estado de ficha desde los encabezados.												
Código	Perfume	Marca	Público	Presentación	Concentración	Notas principales	Precio mayorista	Tipo	Estado de ficha	Descripción	Imagen	Nombre original exacto
AP-0644	Sherif	Lattafa	Unisex	100 ml	EDP	Sin clasificar	16000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/sherif_unisex_100ml_edp_lattafa_190ac41b72.webp	SHERIF UNISEX 100ML EDP LATTAFA
AP-2513	Splash Lattafa Yara	Lattafa	Unisex	300 ml	No indicada	Sin clasificar	3000	Splash	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/splash_lattafa_yara_unisex_300ml_nuevo_variedad_de_aromas_73e51d5467.webp	SPLASH LATTAFA YARA UNISEX 300ML NUEVO VARIEDAD DE AROMAS
AP-2512	Splash Perfumes Lattafa	Lattafa	Hombre	200 ml	No indicada	Sin clasificar	2500	Splash	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/splash_perfumes_lattafa_hombre_y_mujer_200ml_7a3544cd3a.webp	SPLASH PERFUMES LATTAFA HOMBRE Y MUJER 200ML
AP-0720	Suqraat	Lattafa	Hombre	100 ml	EDP	Amaderado · Cítrico · Floral · Oriental · Especiado · Almizclado · Verde	13000	Perfume	Ficha verificada	Salida: bergamota y jengibre. Corazón: lavanda y violet leaf. Fondo: almizcle, sándalo y ámbar.	img/perfumes/suqraat_hombre_100ml_edp_lattafa_28227f7be4.webp	SUQRAAT HOMBRE 100ML EDP LATTAFA
AP-0699	Ta´weel	Lattafa	Unisex	100 ml	EDP	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/taweel_unisex_100ml_edp_lattafa_b3a7fd6ec5.webp	TA´WEEL UNISEX 100ML EDP LATTAFA
AP-0683	Teriaq	Lattafa	Unisex	100 ml	EDP	Amaderado · Floral · Frutal · Oriental · Gourmand · Especiado · Cuero · Almizclado	15000	Perfume	Ficha verificada	Salida: caramelo, bitter almond, pimienta rosa y chabacano. Corazón: miel, rhubarb, white flowers y rosa. Fondo: cuero, vainilla, almizcle y vetiver.	img/perfumes/teriaq_unisex_100ml_edp_lataffa_f48f43801b.webp	TERIAQ UNISEX 100ML EDP LATAFFA
AP-0684	Teriaq Intense	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/teriaq_intense_unisex_100ml_edp_lattafa_d72fcb1b43.webp	TERIAQ INTENSE UNISEX 100ML EDP LATTAFA
AP-0721	The Kingdom	Lattafa	Hombre	100 ml	EDP	Sin clasificar	15000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/the_kingdom_hombre_100ml_edp_lattafa_f24a60eac9.webp	THE KINGDOM HOMBRE 100ML EDP LATTAFA
AP-0722	The Kingdom	Lattafa	Mujer	100 ml	EDP	Sin clasificar	15000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/the_kingdom_mujer_100ml_edp_lattafa_19a6a99435.webp	THE KINGDOM MUJER 100ML EDP LATTAFA
AP-0758	Vetvet Rose	Lattafa	Unisex	100 ml	EDP	Sin clasificar	13000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/vetvet_rose_unisex_100ml_edp_lattafa_89e75e0442.webp	VETVET ROSE  UNISEX 100ML EDP LATTAFA
AP-0756	Victoria	Lattafa	Unisex	100 ml	EDP	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/victoria_unisex_100ml_edp_lattafa_15894bd5ef.webp	VICTORIA UNISEX 100ML EDP LATTAFA
AP-0710	Vintage Castle	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/vintage_castle_unisex_100ml_edp_lattafa_72cf8c4753.webp	VINTAGE CASTLE UNISEX 100ML EDP LATTAFA
AP-0675	Winners Trophy	Lattafa	Unisex	No indicada	EDP	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/winners_trophy_unisex_1ooml_edp_lattafa_21c3d0be0e.webp	WINNERS TROPHY UNISEX 1OOML EDP LATTAFA
AP-0676	Winners Trophy Gold	Lattafa	Unisex	No indicada	EDP	Amaderado · Floral · Gourmand · Especiado · Almizclado	18000	Perfume	Ficha verificada	Salida: pimienta rosa. Corazón: jazmín y rosa. Fondo: almizcle, pachulí y vainilla.	img/perfumes/winners_trophy_gold_unisex_1ooml_edp_lattafa_0a076bc9d9.webp	WINNERS TROPHY GOLD UNISEX 1OOML EDP LATTAFA
AP-0614	Yara	Lattafa	Mujer	100 ml	EDP	Amaderado · Floral · Frutal · Gourmand · Almizclado	12000	Perfume	Ficha verificada	Salida: orquídea, heliotrope y tangerine. Corazón: gourmand accord y tropical fruits. Fondo: vainilla, almizcle y sándalo.	img/perfumes/yara_mujer_100ml_edp_lattafa_51e4b0415b.webp	YARA MUJER 100ML EDP LATTAFA
AP-0611	Yara Candy	Lattafa	Mujer	100 ml	EDP	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/yara_candy_mujer_100ml_edp_lattafa_0e14dfe10a.webp	YARA CANDY MUJER 100ML EDP LATTAFA
AP-0610	Yara Elixir	Lattafa	Mujer	100 ml	EDP	Sin clasificar	17500	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/yara_elixir_mujer_100ml_edp_lattafa_4c6b7c5b0c.webp	YARA ELIXIR MUJER 100ML EDP LATTAFA
AP-0612	Yara Moi	Lattafa	Mujer	100 ml	EDP	Amaderado · Floral · Frutal · Oriental · Gourmand · Especiado	12000	Perfume	Ficha verificada	Salida: jazmín y durazno (melocotón). Corazón: caramelo y ámbar. Fondo: pachulí y sándalo.	img/perfumes/yara_moi_mujer_100ml_edp_lattafa_b80ce42bd6.webp	YARA MOI MUJER 100ML EDP LATTAFA
AP-0613	Yara Tous	Lattafa	Mujer	100 ml	EDP	Cítrico · Floral · Frutal · Gourmand · Almizclado	12000	Perfume	Ficha verificada	Salida: mango, coco y passionfruit. Corazón: jazmín, heliotrope y flor de azahar del naranjo. Fondo: vainilla, cachemira y almizcle.	img/perfumes/yara_tous_mujer_100ml_edp_lattafa_aa404d3337.webp	YARA TOUS MUJER 100ML EDP LATTAFA
AP-0563	Arabia Hubbi	Le Chameau	Unisex	100 ml	EDP	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/arabia_hubbi_unisex_100ml_edp_le_chameau_9612dbe99f.webp	ARABIA HUBBI UNISEX 100ML EDP LE CHAMEAU
AP-0564	Arabia Khashab	Le Chameau	Unisex	100 ml	EDP	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/arabia_khashab_unisex_100ml_edp_le_chameau_6bff8807b6.webp	ARABIA KHASHAB UNISEX 100ML EDP LE CHAMEAU
AP-0562	Arabia Madame	Le Chameau	Mujer	100 ml	EDP	Amaderado · Cítrico · Floral · Gourmand · Especiado · Verde	12000	Perfume	Ficha verificada	Salida: naranja, limón (lima ácida) y bergamota. Corazón: pachulí, rosa y jazmín. Fondo: vetiver y vainilla.	img/perfumes/arabia_madame_mujer_100ml_edp_le_chameau_6af6d1ef99.webp	ARABIA MADAME MUJER 100ML EDP LE CHAMEAU
AP-0565	Arabia Naser	Le Chameau	Unisex	100 ml	EDP	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/arabia_naser_unisex_100ml_edp_le_chameau_ef23fdc8ac.webp	ARABIA NASER UNISEX 100ML EDP LE CHAMEAU
AP-0560	Haya	Le Chameau	Mujer	100 ml	EDP	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/haya_mujer_100ml_edp_le_chameau_58e433eda1.webp	HAYA MUJER 100ML EDP LE CHAMEAU
AP-0567	Haya Arabia	Le Chameau	Mujer	100 ml	EDP	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/haya_arabia_mujer_100ml_edp_le_chameau_af8559e608.webp	HAYA ARABIA MUJER 100ML EDP LE CHAMEAU
AP-0566	Haya Arabia Crush	Le Chameau	Mujer	100 ml	EDP	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/haya_arabia_crush_mujer_100ml_edp_le_chameau_d1efdf5659.webp	HAYA ARABIA CRUSH MUJER 100ML EDP LE CHAMEAU
AP-0561	Save Elixir	Le Chameau	Hombre	100 ml	EDP	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/save_elixir_hombre_100ml_edp_le_chameau_adaad3a3cb.webp	SAVE ELIXIR HOMBRE 100ML EDP LE CHAMEAU
AP-0092	Bonita Hot Pink	Le Falcone	Mujer	100 ml	EDP	Sin clasificar	13000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/bonita_hot_pink_mujer_100ml_edp_le_falcone_801a31356b.webp	BONITA HOT PINK MUJER 100ML EDP LE FALCONE
AP-0091	Bonita la Rose	Le Falcone	Mujer	100 ml	EDP	Sin clasificar	13000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/bonita_la_rose_mujer_100ml_edp_le_falcone_7bfba4222b.webp	BONITA LA ROSE MUJER 100ML EDP LE FALCONE
AP-0090	Bonita Rouge	Le Falcone	Mujer	100 ml	EDP	Sin clasificar	13000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/bonita_rouge_mujer_100ml_edp_le_falcone_78344306b3.webp	BONITA ROUGE MUJER 100ML EDP LE FALCONE
AP-0114	Hayba Majesty	Le Falcone	Unisex	100 ml	EDP	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/hayba_majesty_unisex_100ml_edp_le_falcone_1fe7ebc0d1.webp	HAYBA MAJESTY UNISEX 100ML EDP LE FALCONE
AP-0096	Juman Exclusive	Le Falcone	Unisex	100 ml	EDP	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/juman_exclusive_unisex_100ml_edp_le_falcone_04b2dd719c.webp	JUMAN EXCLUSIVE UNISEX 100ML EDP LE FALCONE
AP-0095	Juman Precious	Le Falcone	Unisex	100 ml	EDP	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/juman_precious_unisex_100ml_edp_le_falcone_57b83b1303.webp	JUMAN PRECIOUS UNISEX 100ML EDP LE FALCONE
AP-0103	Le Falcone Al Fursan	Le Falcone	Unisex	85 ml	EDP	Sin clasificar	16000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/le_falcone_al_fursan_unisex_85ml_edp_le_falcone_f6363f3065.webp	LE FALCONE AL FURSAN UNISEX 85ML EDP LE FALCONE
AP-0104	Le Falcone Al Jawad	Le Falcone	Unisex	85 ml	EDP	Sin clasificar	16000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/le_falcone_al_jawad_unisex_85ml_edp_le_falcone_9b4c1e45bd.webp	LE FALCONE AL JAWAD UNISEX 85ML EDP LE FALCONE
AP-0110	Le Falcone Al Majd Extrair	Le Falcone	Hombre	85 ml	Parfum	Sin clasificar	15000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/le_falcone_al_majd_extrair_hombre_85ml_perfum_le_falcone_2d1b6355a4.webp	LE FALCONE AL MAJD EXTRAIR HOMBRE 85ML PERFUM LE FALCONE
AP-0105	Le Falcone Aseel	Le Falcone	Unisex	85 ml	EDP	Sin clasificar	16000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/le_falcone_aseel_unisex_85ml_edp_le_falcone_9ed2bf89da.webp	LE FALCONE ASEEL UNISEX 85ML EDP LE FALCONE
AP-0099	Le Falcone Jasper	Le Falcone	Unisex	100 ml	EDP	Sin clasificar	16000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/le_falcone_jasper_unisex_100ml_edp_le_falcone_5ad21289f2.webp	LE FALCONE JASPER UNISEX 100ML EDP LE FALCONE
AP-0102	Le Falcone Jawhara	Le Falcone	Mujer	100 ml	EDP	Sin clasificar	16000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/le_falcone_jawhara_mujer_100ml_edp_le_falcone_2cd42aecd5.webp	LE FALCONE JAWHARA MUJER 100ML EDP LE FALCONE
AP-0107	Le Falcone Khulood Extrait	Le Falcone	Unisex	85 ml	Parfum	Sin clasificar	15000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/le_falcone_khulood_extrait_unisex_85ml_edp_le_falcone_2acb7513ed.webp	LE FALCONE KHULOOD EXTRAIT UNISEX 85ML EDP LE FALCONE
AP-0106	Le Falcone Muharib Alpha Extrait	Le Falcone	Unisex	85 ml	Parfum	Sin clasificar	15000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/le_falcone_muharib_alpha_extrait_hombres_85ml_perfum_le_falcone_bf50a1f6f8.webp	LE FALCONE MUHARIB ALPHA EXTRAIT HOMBRES 85ML PERFUM LE FALCONE
AP-0108	Le Falcone Muharib Extrait	Le Falcone	Unisex	85 ml	Parfum	Sin clasificar	15000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/le_falcone_muharib_extrait_unisex_85ml_perfume_le_falcone_9802b921aa.webp	LE FALCONE MUHARIB EXTRAIT UNISEX 85ML PERFUME LE FALCONE
AP-0109	Le Falcone Muharib Hero Extrait	Le Falcone	Unisex	85 ml	Parfum	Sin clasificar	15000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/le_falcone_muharib_hero_extrait_unisex_85ml_perfum_le_falcone_31664c537c.webp	LE FALCONE MUHARIB HERO EXTRAIT UNISEX 85ML PERFUM LE FALCONE
AP-0100	Le Falcone Sultan	Le Falcone	Unisex	100 ml	EDP	Sin clasificar	16000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/le_falcone_sultan_unisex_100ml_edp_le_falcone_0602c3b0f5.webp	LE FALCONE SULTAN UNISEX 100ML EDP LE FALCONE
AP-0101	Le Falcone Turath Intense	Le Falcone	Unisex	100 ml	EDP	Sin clasificar	16000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/le_falcone_turath_intense_unisex_100ml_edp_le_falcone_e08e2d7c89.webp	LE FALCONE TURATH INTENSE UNISEX 100ML EDP LE FALCONE
AP-0111	Mirsaal Love Letter	Le Falcone	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/mirsaal_love_letter_unisex_100ml_edp_le_falcone_841b08a715.webp	MIRSAAL LOVE LETTER UNISEX 100ML EDP LE FALCONE
AP-0112	Mirsaal Passion	Le Falcone	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/mirsaal_passion_unisex_100ml_edp_le_falcone_6fddb7f9a7.webp	MIRSAAL PASSION UNISEX 100ML EDP LE FALCONE
AP-0113	Mirsaal Valentine	Le Falcone	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/mirsaal_valentine_unisex_100ml_edp_le_falcone_bf14c29750.webp	MIRSAAL VALENTINE UNISEX 100ML EDP LE FALCONE
AP-0093	Omniya Dreamer	Le Falcone	Unisex	100 ml	EDP	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/omniya_dreamer_unisex_100ml_edp_le_falcone_58db3c1e82.webp	OMNIYA DREAMER UNISEX 100ML EDP LE FALCONE
AP-0094	Omniya Imagine	Le Falcone	Unisex	100 ml	EDP	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/omniya_imagine_unisex_100ml_edp_le_falcone_85aa7754fc.webp	OMNIYA IMAGINE UNISEX 100ML EDP LE FALCONE
AP-0097	Qannas	Le Falcone	Hombre	100 ml	EDP	Sin clasificar	16000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/qannas_hombre_100ml_edp_le_falcone_7d681daa39.webp	QANNAS HOMBRE 100ML EDP LE FALCONE
AP-0098	Shouq	Le Falcone	Unisex	100 ml	EDP	Sin clasificar	16000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/shouq_unisex_100ml_edp_le_falcone_959d053cab.webp	SHOUQ UNISEX 100ML EDP LE FALCONE
AP-0117	Symphony Harmony	Le Falcone	Unisex	100 ml	EDP	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/symphony_harmony_unisex_100ml_edp_le_falcone_feb37a55fb.webp	SYMPHONY HARMONY UNISEX 100ML EDP LE FALCONE
AP-0116	Symphony Melody	Le Falcone	Unisex	100 ml	EDP	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/symphony_melody_unisex_100ml_edp_le_falcone_b9cb6f8adc.webp	SYMPHONY MELODY UNISEX 100ML EDP LE FALCONE
AP-0790	Club 09	Le Labo	Unisex	100 ml	EDP	Sin clasificar	10000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/club_09_unisex_100ml_edp_le_labo_e2c8d037fa.webp	CLUB 09 UNISEX 100ML EDP LE LABO
AP-2559	Estuche Le Labo Stallion 53 4 En I	Le Labo	Hombre	4 pzs. + 100 ml + 15 ml	EDP	Sin clasificar	13000	Estuche	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_le_labo_stallion_53_4_en_i_hombre_4pzs_100ml_edp_15ml_edp_limpiador_facial_gel_b_61a8e8b943.webp	ESTUCHE LE LABO STALLION 53 4 EN I HOMBRE 4PZS 100ML EDP + 15ML EDP + LIMPIADOR FACIAL + GEL BAÑO
AP-2416	Estuche Minis Le Labo Discovery	Le Labo	Unisex	4 pzs. + 30 ml	No indicada	Sin clasificar	26000	Estuche	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_minis_le_labo_discovery_unisex_4pzs_30ml_stallion_ilang_62_the_black_captcha_36_0475f7ac98.webp	ESTUCHE MINIS LE LABO DISCOVERY UNISEX 4PZS 30ML STALLION + ILANG 62 + THE BLACK + CAPTCHA 36
AP-1155	Curve Black de Liz Claiborne	Liz Claiborne	Hombre	125 ml	EDC	Amaderado · Cítrico · Floral · Gourmand · Especiado · Cuero · Verde	13500	Perfume	Ficha verificada	Salida: violet leaf, nuez moscada y bergamota. Corazón: lavanda, clary sage y moss. Fondo: cuero, haba tonka, teak wood y sándalo.	img/perfumes/curve_black_de_liz_claiborne_hombre_125ml_edc_liz_claiborne_41c90cead1.webp	CURVE BLACK DE LIZ CLAIBORNE HOMBRE 125ML EDC LIZ CLAIBORNE
